,mov1,mov2,mov3,rot1,rot2,rot3,mov1_der,mov2_der,mov3_der,rot1_der,rot2_der,rot3_der,mov1^2,mov2^2,mov3^2,rot1^2,rot2^2,rot3^2,mov1_der^2,mov2_der^2,mov3_der^2,rot1_der^2,rot2_der^2,rot3_der^2
0,0.00779977102154021,0.0152283611202588,0.000757734667523958,0.000736552583961391,-4.99472767438232e-05,0.000183087202904973,0.0,0.0,0.0,0.0,0.0,0.0,6.083642798845841e-05,0.00023190298240900986,5.741618263676432e-07,5.425097089402019e-07,2.494730454124062e-09,3.352092386756676e-08,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0093851788010852,0.0172033418374094,0.00300547754229105,0.00108354879796488,4.42409363057672e-05,0.000154777888017457,0.001585407779544989,0.0019749807171505988,0.002247742874767092,0.0003469962140034891,9.418821304959041e-05,-2.8309314887516008e-05,8.808158112833901e-05,0.0002959549703747606,9.03289525721585e-06,1.1740779975711366e-06,1.9572604452109506e-09,2.395619461914446e-08,2.5135178274417723e-06,3.900548833116694e-06,5.052348031066231e-06,1.2040637253275522e-07,8.871419477475033e-09,8.014173094005355e-10
2,0.00737736719413957,0.0150239470999996,0.00242417091931916,0.000418122713564423,-5.93408812480118e-05,0.000147087259031352,-0.002007811606945629,-0.0021793947374097993,-0.00058130662297189,-0.0006654260844004571,-0.000103581817553779,-7.69062898610501e-06,5.442554671716675e-05,0.00022571898646358638,5.876604646072702e-06,1.748266035984765e-07,3.521340187290638e-09,2.1634661769356038e-08,4.0313074489855895e-06,4.749761421449528e-06,3.3791738991098304e-07,4.4279187380052425e-07,1.0729192927744359e-08,5.914577420191859e-11
3,0.00721976318080486,0.00918672733759551,-0.00018672790179454,0.000413320501696708,-7.12497961798164e-05,0.000158081645872823,-0.00015760401333470963,-0.005837219762404091,-0.0026108988211137,-4.802211867714981e-06,-1.190891493180461e-05,1.0994386841471003e-05,5.212498038690551e-05,8.439595917532468e-05,3.4867309308591374e-08,1.708338371228184e-07,5.076533455665381e-09,2.4989806761860613e-08,2.4839025019207332e-08,3.407313455460087e-05,6.816792654092908e-06,2.3061238822422605e-11,1.418222548529588e-10,1.2087654201991074e-10
4,0.00141550456004223,0.0054433291294076,0.0023298725280144,0.000704834696152905,-5.64877588911595e-05,8.51294130750531e-05,-0.00580425862076263,-0.003743398208187909,0.00251660042980894,0.00029151419445619695,1.4762037288656909e-05,-7.295223279776989e-05,2.003653159500347e-06,2.9629832011057303e-05,5.428305996796212e-06,4.967919489009579e-07,3.190866904545769e-09,7.247016970503022e-09,3.3689418136697307e-05,1.4013030145064448e-05,6.333277723314542e-06,8.498052556944541e-08,2.1791774491169701e-10,5.322028270180013e-09
5,0.00936721291623887,0.0084148578190357,0.00406731032382471,0.00116530353683822,0.00103329558350397,0.000568643832836912,0.00795170835619664,0.0029715286896280996,0.00173743779581031,0.0004604688406853151,0.0010897833423951296,0.00048351441976185894,8.77446778181523e-05,7.080983211458625e-05,1.654301327029107e-05,1.357932332967665e-06,1.0676997628888098e-06,3.2335580862345393e-07,6.322966578200747e-05,8.829982753282891e-06,3.018690094310189e-06,2.120315532420781e-07,1.1876277333619003e-06,2.3378619411764712e-07
6,0.00429709052755076,0.00988690035425676,0.00365906577639378,0.000503204760274555,0.000107637871490583,0.000149309857442151,-0.005070122388688109,0.00147204253522106,-0.00040824454743093033,-0.000662098776563665,-0.000925657712013387,-0.00041933397539476103,1.846498700196647e-05,9.775079861500245e-05,1.3388762355976215e-05,2.532150307629724e-07,1.158591137902326e-08,2.2293433529395455e-08,2.570614103627642e-05,2.1669092255000458e-06,1.6666361050708512e-07,4.38374789927102e-07,8.568421998098585e-07,1.7584098292037404e-07
7,0.0127973776570777,0.00893860127838696,0.000673280010218888,-0.000141265079882645,0.00140048094535916,0.000189667225157184,0.00850028712952694,-0.0009482990758697997,-0.002985785766174892,-0.0006444698401572,0.001292843073868577,4.035736771503299e-05,0.00016377287489787153,7.9898592813981e-05,4.533059721603459e-07,1.9955822794250072e-08,1.9613468783140868e-06,3.597365629882593e-08,7.225488128440135e-05,8.992711372955162e-07,8.914916641492588e-06,4.1534137487224697e-07,1.6714432136499508e-06,1.6287171288863872e-09
8,0.00805544381029278,0.00167476633677268,0.00521050595088168,0.00166148869055767,0.000439759628847334,-0.000165574007912404,-0.00474193384678492,-0.00726383494161428,0.004537225940662791,0.001802753770440315,-0.0009607213165118261,-0.000355241233069588,6.489017498078425e-05,2.8048422827869814e-06,2.7149372264173396e-05,2.7605446688510414e-06,1.9338853116394493e-07,2.7414752096176824e-08,2.248593660728443e-05,5.276329805901653e-05,2.0586419236623352e-05,3.2499211568367725e-06,9.229854480002162e-07,1.2619633367280133e-07
9,0.00735093080062845,0.00755502140850607,0.00501179668822365,0.00043013285567798,-0.000152285375809327,0.000151815528410287,-0.0007045130096643296,0.005880255071733391,-0.0001987092626580299,-0.00123135583487969,-0.0005920450046566609,0.000317389536322691,5.403618363562803e-05,5.707834848298505e-05,2.5118106044089545e-05,1.8501427353369394e-07,2.3190835685387952e-08,2.304795466649466e-08,4.963385807862918e-07,3.4577399708646266e-05,3.948537106609792e-08,1.5162371920922586e-06,3.5051728753890565e-07,1.007361177671328e-07
10,0.00200713259997351,0.0143833262709796,-0.00317374962551389,0.000625893614171488,0.000104157705361316,0.000216714735325009,-0.00534379820065494,0.0068283048624735295,-0.00818554631373754,0.00019576075849350797,0.000256443081170643,6.4899206914722e-05,4.0285812738764224e-06,0.00020688007461745192,1.0072686685449555e-05,3.9174281626064743e-07,1.0848827586134716e-08,4.696527650698871e-08,2.8556179209322975e-05,4.6625747294879645e-05,6.700316845434223e-05,3.832227456595355e-08,6.576305388029299e-08,4.2119070581598994e-09
11,0.00534305533198159,0.0225651291411384,-0.00443535123809137,0.00182466681232435,9.3411728011772e-05,0.000157354508179644,0.00333592273200808,0.0081818028701588,-0.0012616016125774803,0.0011987731981528622,-1.0745977349543994e-05,-5.936022714536502e-05,2.8548240280616898e-05,0.0005091850531562534,1.967234060523865e-05,3.329408975997905e-06,8.72575093014527e-09,2.476044124445765e-08,1.1128380473928251e-05,6.694189820613876e-05,1.5916386288580987e-06,1.4370571806096412e-06,1.1547602919691257e-10,3.5236365667493298e-09
12,0.00509955889127761,0.0127135163364122,0.0144304045831619,0.000377392263322751,-3.379531294947e-05,0.000288809698839276,-0.00024349644070398042,-0.0098516128047262,0.01886575582125327,-0.001447274549001599,-0.000127207040961242,0.000131455190659632,2.6005500885608522e-05,0.00016163349763621989,0.00020823657643373998,1.4242492041586865e-07,1.1421231773526145e-09,8.341104214363331e-08,5.929051663550705e-08,9.705427485424522e-05,0.0003559167427071517,2.094603620187782e-06,1.6181631270115098e-08,1.72804671513602e-08
13,0.00266018887845345,0.012264067239398,0.0131699521670108,0.000487125659622284,-4.63996365256258e-05,9.02905101959111e-05,-0.0024393700128241594,-0.00044944909701419983,-0.0012604524161511001,0.000109733396299533,-1.2604323576155802e-05,-0.0001985191886433649,7.076604869047425e-06,0.00015040734525247526,0.00017344764008135247,2.372914082624453e-07,2.152926269710188e-09,8.152376231437927e-09,5.95052605946574e-06,2.020044908068796e-07,1.588740293381146e-06,1.2041418263430363e-08,1.58868972812437e-10,3.94098682596199e-08
14,0.00550295972521861,0.0113867477314048,0.00824198479670462,0.000537996025853971,-0.000205699655447059,0.000208830300220212,0.00284277084676516,-0.0008773195079931993,-0.00492796737030618,5.0870366231686964e-05,-0.0001593000189214332,0.00011853979002430089,3.028256573737808e-05,0.00012965802389865237,6.79303133891101e-05,2.894397238346666e-07,4.2312348251038795e-08,4.3610094290063873e-08,8.081346087217904e-06,7.696895191054292e-07,2.4284862402802406e-05,2.5877941605459575e-09,2.5376496028368977e-08,1.4051681819005343e-08
