Mean,Max
0.00816652164672266,0.0157265330927334
0.01260946717951,0.0224193970528288
0.00603602691639924,0.00733225342747522
0.00583387184437074,0.00768699960583515
0.00242817412550247,0.003308976089619
0.00481789605600906,0.00551324960663842
0.0119181016051225,0.0131577321945201
0.0111929156742943,0.0120622456165112
0.00451091036292177,0.00638977076052018
0.0103061010882349,0.0108122106208076
0.0075382217099383,0.0083738342727545
0.0045223623709708,0.0053412169820239
0.00641085998553297,0.00689847904863536
0.00922190885167421,0.0117893441683459
0.00600622591324765,0.00935112690385517
0.00380681707651943,0.00685229435568466
0.0121572566542011,0.0130509957698582
0.00706845037427541,0.00925425165647802
0.00587041446133391,0.00976963795621323
0.00559144766444996,0.00805288967801382
0.0076167091666594,0.0161353675632257
0.00886293634831671,0.0164714579060654
0.00401486086743966,0.0047199884366232
0.0125125403131999,0.0245868015671678
0.0117172268779631,0.0231635931306438
0.0131237433299277,0.0148346711394351
0.0122165169430699,0.0135876448453507
0.010340768759716,0.0119867623991063
0.0121406503692274,0.0129759986629921
0.00795886727683017,0.00875373392315302
0.00396617996923972,0.00513907728023619
0.0103514247591656,0.0129095386071894
0.00637007926803422,0.00846634088888728
0.0058625533446008,0.00720842541786741
0.00485307302755854,0.00586704475913678
0.00727382499041983,0.00934090340984562
0.00321564956574751,0.00532723940133032
0.00711111928047034,0.0160460442526877
0.00798719753699516,0.0179682816769505
0.00709986073531752,0.00800155758965556
0.0076330085124111,0.00827149910798738
0.00937991866128216,0.0140390914337295
0.00571672105110073,0.0137385988513578
0.00404575786754796,0.00703272537920542
0.00331352669045494,0.00822943344975462
0.00883040832367375,0.0115828069963303
0.00468881919479624,0.00627534547417472
0.00371580237486556,0.00809099700924527
0.00361461246691829,0.00678897734196011
0.0117078049223813,0.023802062273558
0.0124714460339534,0.0237428257192933
0.00927871180926301,0.00941436438614696
0.00921488652472895,0.0109084897185531
0.00761226407413941,0.00862294005988746
0.00716889026497627,0.0123294897057614
0.0132166715994395,0.0176045618957933
0.00554288762113713,0.00689669847652886
0.00433288925374421,0.00518679388031814
0.00979469858613842,0.0109745318589484
0.00632817102208369,0.00700374106523225
0.00473709486566244,0.00644918011018241
0.0160999140971801,0.0260748776469384
0.00928497567553245,0.0211525683130905
0.00255920474455944,0.00291380865791899
0.00176483591816356,0.00296727322846008
0.00370150599224429,0.00767794724756788
0.00296381364988167,0.00612844415185617
0.00217979194643656,0.00283316913829476
0.00576534992696655,0.00680680852953689
0.00751385404447348,0.00776626349871981
0.00907266281523848,0.0100553022372689
0.00322065593064537,0.00406965442728377
0.00521791431230455,0.00609879512864548
0.0050639609030444,0.0054634980416202
0.00674137966138116,0.00773628292867215
0.00571542319710521,0.00654808881291125
0.00737171396625133,0.00787302106706275
0.00297319945482804,0.00405916934410438
0.00513903680460017,0.00575819223717233
0.00594782000882763,0.0116368307068708
0.0055231267818008,0.0116383748904548
0.00748783396294682,0.0134428007059625
0.00730226378102412,0.0130605390765703
0.00395815936244753,0.00448302268283872
0.00642707339202419,0.0143864126964341
0.00974182134580654,0.0180061747874519
0.0138057495033359,0.0267805726263901
0.00798565784072726,0.0153862547480007
0.00704037682977757,0.0116704396107636
0.00906600570035267,0.0147526484434504
0.00585448973835709,0.00833759901436727
0.00293042506947252,0.00552917181500337
0.00321613552716572,0.00433542294010698
0.00587117497111189,0.00720714216630083
0.00590951987727526,0.0063031750117618
0.00281252965872155,0.0040995270188229
0.0024466296897791,0.00341357132045871
0.00538733622413899,0.00586430155481103
0.00368219522997495,0.00799474961076879
0.00505694993182362,0.00993944139179059
0.00269743566872525,0.00565731821469007
0.00488620352584855,0.00631469123287742
0.00840825400036379,0.00939413206749969
0.00567466081468798,0.00763159082335817
0.00719288880074383,0.0101655789777174
0.00375291646939852,0.00637595439168686
0.00591448014506662,0.00845938193941346
0.00368331328979029,0.00728020180438531
0.00713506221484656,0.0118489132988958
0.0128277895173921,0.0204471988743834
0.00699832103415497,0.0099615670245841
0.0106734472969526,0.0174541754399532
0.00423693656211617,0.0058550789261488
0.00850787708507915,0.0149164788091172
0.00663662396335344,0.0128614730168959
0.00223972809447245,0.0034107541213919
0.0054562875444798,0.00682231584627134
0.00258711737132377,0.00413555094881517
0.00373360566152698,0.00582346757901893
0,0
