Mean,Max
0.00400718368541735,0.00616820543652946
0.00475646900547978,0.00822384124987713
0.00638989948017353,0.00646965367083653
0.0071669636999677,0.00766312905913415
0.00794648262681463,0.0134759015194142
0.00452733774506579,0.0107405376374929
0.00860227829330966,0.0136577646596484
0.00983463744270749,0.0189114453415825
0.0051748034734736,0.0118535248016004
0.0127403583957165,0.0142739890923692
0.0121860155397746,0.017924158522494
0.0228305088992376,0.0290850479102994
0.00263293237965179,0.00418710035113097
0.00570726584807953,0.00667014864787025
0.00736464188243302,0.00849239772226046
0.0121295620696243,0.013954128259813
0.00461389907307582,0.00702783400789432
0.0108880841712937,0.013759287609506
0.0133058295586617,0.0142784739026575
0.00582326574128161,0.00749060645061454
0.00542759833162303,0.00759178352881548
0.00944087565414858,0.0126246366609835
0.00609931627193659,0.008861920279172
0.00795556388556524,0.020785800481594
0.00737080878370108,0.0200305803711681
0.00117087622013077,0.00164509968932886
0.00824258361554734,0.0105419451876426
0.00723611363807328,0.00975726185461692
0.00620206326723969,0.00705512378203898
0.00347852530767731,0.00710344379437232
0.00501977823538241,0.0120902626249059
0.00441604123412766,0.0107520774221428
0.00666593036819875,0.0129708366960495
0.0094364979794652,0.0175659012769367
0.0090085367154612,0.0129576029596288
0.0108812844988614,0.0163084121682204
0.00864390132305288,0.0130662939232126
0.0103737690099137,0.0169693475884887
0.00547317150783305,0.0101095611345764
0.00629514993281265,0.0127746026046543
0.00272701188859721,0.00615383935592231
0.00254012309259647,0.00451077034442436
0.0052599519965909,0.0122140507130762
0.00614377193529931,0.0130137852960347
0.00318600398056828,0.00603886073648435
0.00935017051133477,0.0147153956601728
0.00920519633773524,0.0136283032043159
0.00579948069794213,0.00838358914537573
0.00457395051283395,0.00613466884435224
0.00282859277531002,0.00346110634951806
0.011113828622223,0.0124887962903332
0.00956699949844061,0.0189125714876644
0.00681950599008368,0.0130908973472876
0.00477875758127965,0.00766458945425774
0.0063967465490591,0.00782106090178824
0.00422147379840259,0.00723808729911742
0.00905673190634153,0.010611956197217
0.00640824410180337,0.00902744356616507
0.00663571077774791,0.00753453065979573
0.00850624299711151,0.0141673786311775
0.00816094728893907,0.0127316538810009
0.00326707181710044,0.00565462588869242
0.00509304076794803,0.00619955705377822
0.00774596516518615,0.0129558159509024
0.00234515291433037,0.0054852263394294
0.0126743101626077,0.0185293387174948
0.00331469753878469,0.00371981512473908
0.00561260955225762,0.0119001065273908
0.0103984577530991,0.0142224860169027
0.00784358125792878,0.0141087094942956
0.0055594934299216,0.0122766378712359
0.00188398159009085,0.00337741560589047
0.00647744973265818,0.0128914196532722
0.0113887397322395,0.0184638536388282
0.00362387950882377,0.00500349416209551
0.00650439611486625,0.00850311038445552
0.00714728252221104,0.00895434458918729
0.00665031489333731,0.0148735003676452
0.00610749992447618,0.0128979108577177
0.00912692112673501,0.0123931518614832
0.00347573398853896,0.0066218799308676
0.00866879364563931,0.0121858457375376
0.0100747560877351,0.0114060942820389
0.00639143566840521,0.00918108257596782
0.00567987908583564,0.00678207210844011
0.00582080322145137,0.00932172444689426
0.0103004737742213,0.0138411126866492
0.00396242602564009,0.006037185179538
0.00761975899757958,0.0125928322988683
0.003641486787226,0.00843430816802801
0.00348181884031658,0.00606067477657607
0.0119680890219177,0.014161740399929
0.0108433022613219,0.0154005193093084
0.0052551485295308,0.00565017310186896
0.00565054310197273,0.00694341808680751
0.00273922703720279,0.00317778723799011
0.00753678643342486,0.0125934913049747
0.00895042261024045,0.0142631716661924
0.00341592275111586,0.00393406725495043
0.00492420633055156,0.00565084870568362
0.0085354272524134,0.0188137804583736
0.00784615702328014,0.0184908544509002
0.00666640148966602,0.0138395935528265
0.0065913310685365,0.01179223058456
0.00847791226275708,0.0128282541012217
0.00405909330051385,0.00822573851955574
0.0105053850810118,0.0158647896359053
0.00822753326053841,0.0152237974191479
0.00562644060473542,0.0105527437792866
0.00599394057875646,0.00846782839739345
0.00628301889065802,0.0115675828509355
0.0100991289105494,0.0106025126038582
0.00807962408562294,0.0145883945292216
0.00628624679774439,0.012011536717685
0.00521656138719317,0.00665963997249819
0.00486762674763378,0.00659007605285977
0.0113623137309359,0.0221435263651792
0.00587996285881424,0.0103448260175492
0.00761154527044986,0.0137159968432108
0,0
