,mov1,mov2,mov3,rot1,rot2,rot3,mov1_der,mov2_der,mov3_der,rot1_der,rot2_der,rot3_der,mov1^2,mov2^2,mov3^2,rot1^2,rot2^2,rot3^2,mov1_der^2,mov2_der^2,mov3_der^2,rot1_der^2,rot2_der^2,rot3_der^2
0,0.00121547168894016,0.0163553797678513,-0.0141616658128116,-0.000670546130428525,-0.0011240917285776,0.000289090470170956,0.0,0.0,0.0,0.0,0.0,0.0,1.4773714266150452e-06,0.0002674984473506396,0.00020055277859375682,4.496321130326685e-07,1.2635822142565766e-06,8.357329994366441e-08,0.0,0.0,0.0,0.0,0.0,0.0
1,0.00758711602001852,0.0234380157636467,-0.0178166651688692,-0.00186540955737675,0.000359972807501147,0.000642174286882342,0.00637164433107836,0.007082635995795401,-0.003654999356057599,-0.001194863426948225,0.001484064536078747,0.000353083816711386,5.756432950122167e-05,0.0005493405829369513,0.0003174335577395969,3.4797528167525223e-06,1.2958042214025785e-07,4.123878147328445e-07,4.0597851481763005e-05,5.016373264893672e-05,1.3359020292781465e-05,1.4276986090584563e-06,2.2024475472466264e-06,1.2466818162347963e-07
2,0.00847385392956428,0.00806884714248811,-0.0104281367323513,0.000396243948403078,-0.000111901851938636,0.000294553072175826,0.0008867379095457593,-0.01536916862115859,0.007388528436517898,0.002261653505779828,-0.000471874659439783,-0.000347621214706516,7.180620041959198e-05,6.510629420883855e-05,0.00010874603570861446,1.5700926664606113e-07,1.2522024467296413e-08,8.676151232821736e-08,7.863041202255832e-07,0.00023621134410560586,5.4590352457233617e-05,5.115076580206186e-06,2.226656942214112e-07,1.208405089140337e-07
3,0.0067009062400801,0.0128077053401614,-0.0109508340055466,0.00071615533171059,-9.92543691650911e-05,0.000201801940789591,-0.0017729476894841794,0.0047388581976732895,-0.0005226972731952988,0.000319911383307512,1.2647482773544899e-05,-9.2751131386235e-05,4.490214443834443e-05,0.00016403731608039885,0.00011992076541703577,5.128784591375052e-07,9.851429798360187e-09,4.072402330644559e-08,3.14334350964729e-06,2.2456777017655337e-05,2.732124394058008e-07,1.0234329316972588e-07,1.5995882050711497e-10,8.602772373426627e-09
4,0.00166358730938218,0.0146298189170173,-0.0123595674926389,0.000191367955587273,8.50095185445186e-05,0.00026298617284091,-0.0050373189306979205,0.0018221135768559,-0.001408733487092301,-0.000524787376123317,0.0001842638877096097,6.118423205131899e-05,2.767522735937441e-06,0.00021403160154471725,0.00015275890860509623,3.6621694425652496e-08,7.226618243170852e-09,6.916172710550897e-08,2.537458200956764e-05,3.320097886962602e-06,1.9845300376552344e-06,2.7540179013839584e-07,3.395318031385965e-08,3.74351025170965e-09
5,0.00362252700494815,0.0130355934235512,-0.0120948210740647,0.000339199593161042,7.15256036077974e-05,0.000357070153967675,0.00195893969556597,-0.0015942254934661008,0.00026474641857420107,0.00014783163757376897,-1.34839149367212e-05,9.408398112676502e-05,1.3122701901578613e-05,0.00016992669590413126,0.00014628469681363956,1.150563640006164e-07,5.115911971459761e-09,1.2749909485449914e-07,3.837444730864096e-06,2.5415549240172324e-06,7.009066614786607e-08,2.185419306774218e-08,1.8181596202073308e-10,8.851795504661477e-09
6,0.00816223983927597,0.0121398740563968,-0.0125071156617468,0.000597678314617301,-1.38468794956089e-05,0.000278457933299889,0.00453971283432782,-0.0008957193671543986,-0.00041229458768210145,0.000258478721456259,-8.53724831034063e-05,-7.8612220667786e-05,6.662215919386381e-05,0.0001473765421051761,0.00015642794217631212,3.5721936776377744e-07,1.9173607176591418e-10,7.753882061764543e-08,2.060899261816073e-05,8.023131846954763e-07,1.6998682703195403e-07,6.681124944566234e-08,7.2884608712413944e-09,6.179881238320681e-09
7,0.00442056374621691,0.00265752253805075,-0.00820696853048131,0.000404034566678628,-7.94365486140732e-05,9.80842987901144e-05,-0.00374167609305906,-0.00948235151834605,0.0043001471312654905,-0.00019364374793867298,-6.55896691184643e-05,-0.00018037363450977459,1.9541383834367283e-05,7.0624260402477e-06,6.735433246031056e-05,1.632439310711867e-07,6.3101652557160146e-09,9.620529669148437e-09,1.400013998536971e-05,8.991499031747964e-05,1.8491265350530827e-05,3.749790111573631e-08,4.30200469506963e-09,3.2534648026265744e-08
8,0.00666773211129288,0.0104654681905189,-0.015066167632478,0.000553523223751957,6.85474341788521e-05,0.000144976287053103,0.0022471683650759702,0.007807945652468149,-0.0068591991019966905,0.00014948865707332894,0.0001479839827929253,4.68919882629886e-05,4.445865150796621e-05,0.00010952602444676293,0.00022698940712992776,3.06387959232759e-07,4.698750732504061e-09,2.1018123807703718e-08,5.049765660998209e-06,6.096401531189627e-05,4.70486123208322e-05,2.2346858593587338e-08,2.1899259163256812e-08,2.1988585632562604e-09
9,0.00265549748747664,0.0136775551316457,-0.0140418973706894,0.000366121901470706,-0.000222374784029468,0.000172128066180414,-0.00401223462381624,0.003212086941126801,0.0010242702617886002,-0.00018740132228125097,-0.0002909222182083201,2.7151779127311006e-05,7.051666905994747e-06,0.00018707551437920764,0.00019717488176897388,1.3404524673652535e-07,4.945054457215254e-08,2.9628071167008982e-08,1.6098026676549845e-05,1.0317502517357329e-05,1.0491295691844876e-06,3.511925559276129e-08,8.463573704724942e-08,7.372191097782816e-10
